N00,action,AIR[$r1],6.721176699328032,3.6001430555365093
N01,action,AIR[$r2],6.178193042435149,4.047100192861375
N02,action,AIR[$r3],6.722001592144075,3.5978292945045585
N03,action,AIR[$r4],6.734358703941696,3.594156709674411
N04,action,AIR[$r5],6.1727442957651055,4.045849130937106
N05,action,AIR[$r6],6.731821891020356,3.595742292478033
N06,states,TEMP[$r1],19.248115800906657,4.223813087564248
N07,states,TEMP[$r2],19.78046131145598,4.514724808448993
N08,states,TEMP[$r3],19.25594332434066,4.228911907202598
N09,states,TEMP[$r4],19.25809742576845,4.2303099827859825
N010,states,TEMP[$r5],19.779463021719828,4.514048421609225
N011,states,TEMP[$r6],19.257397674334342,4.229928902450864
